Name,Query,Answer1,Answer2,Type1,Type2,TypePair,Cosine_similarity,Answer1_sentiment,Answer2_sentiment,Rouge1,Rouge2,RougeL,MissingInfoRatio,Answer1_Length,Answer2_Length
test_chunk_10__1-26565917-2,when did 14.55 people watch?,"14.55 million viewers watched on October 10, 2007, which was episode 3, ""Scared to Death.""","14.55 million viewers watched on October 10, 2007, for the episode titled ""Scared to Death.""",html,md,html + md,0.9514922499656677,negative,negative,0.8125,0.6666666666666666,0.8125,0.19999999986666667,15,15
test_chunk_10__1-26565917-2,when did 14.55 people watch?,"14.55 million viewers watched during episode 48, titled ""Scared to Death."" This episode aired on October 10, 2007.","14.55 million viewers watched on October 10, 2007, for the episode titled ""Scared to Death.""",hard-coded,md,hard-coded + md,0.9424370527267456,negative,negative,0.7999999999999999,0.606060606060606,0.5714285714285714,0.19999999986666667,18,15
test_chunk_10__1-26593762-2,How many kit makers are there for Louis Carey's team?,"One. Louis Carey plays for Bristol City, and the table shows that their kit maker is Adidas (adidas).","One, Adidas",html,hard-coded,hard-coded + html,0.6231217384338379,negative,positive,0.19999999999999998,0.0,0.19999999999999998,0.4999999975,18,2
test_chunk_10__1-26593762-2,How many kit makers are there for Louis Carey's team?,"One. Louis Carey plays for Bristol City, and the table shows that their kit maker is Adidas (adidas).","Louis Carey plays for Bristol City, and they have one kit maker: adidas.",html,md,html + md,0.9528408050537109,negative,positive,0.7096774193548387,0.4827586206896552,0.6451612903225806,0.3846153843195266,18,13
test_chunk_10__1-26593762-2,How many kit makers are there for Louis Carey's team?,"One, Adidas","Louis Carey plays for Bristol City, and they have one kit maker: adidas.",hard-coded,md,hard-coded + md,0.5396077632904053,positive,positive,0.2666666666666667,0.0,0.2666666666666667,0.9999999992307692,2,13
test_chunk_10__1-26593762-2,Who is the captain of Cardiff City?,Craig Bellamy. The table explicitly lists Craig Bellamy as the team captain for Cardiff City.,Craig Bellamy,html,hard-coded,hard-coded + html,0.7221924066543579,positive,positive,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.0,15,2
test_chunk_10__1-26593762-2,Who is the captain of Cardiff City?,Craig Bellamy. The table explicitly lists Craig Bellamy as the team captain for Cardiff City.,Craig Bellamy is the captain of Cardiff City.,html,md,html + md,0.91476970911026,positive,positive,0.5217391304347827,0.19047619047619047,0.5217391304347827,0.24999999968749997,15,8
test_chunk_10__1-26593762-2,Who is the captain of Cardiff City?,Craig Bellamy,Craig Bellamy is the captain of Cardiff City.,hard-coded,md,hard-coded + md,0.7837396264076233,positive,positive,0.4,0.25,0.4,0.7499999990624999,2,8
test_chunk_10__1-26593762-2,Who is the captain of Dave Jones' team?,"Craig Bellamy. The table lists Craig Bellamy as the captain for Cardiff City, which was managed by Dave Jones at the time.",Craig Bellamy,html,hard-coded,hard-coded + html,0.709355890750885,positive,positive,0.16666666666666669,0.0909090909090909,0.16666666666666669,0.0,22,2
test_chunk_10__1-26593762-2,Who is the captain of Dave Jones' team?,"Craig Bellamy. The table lists Craig Bellamy as the captain for Cardiff City, which was managed by Dave Jones at the time.","Dave Jones is the manager of Cardiff City, and Craig Bellamy is their captain.",html,md,html + md,0.9199312925338745,positive,positive,0.5000000000000001,0.17647058823529413,0.2222222222222222,0.46153846118343195,22,14
test_chunk_10__1-26593762-2,Who is the captain of Dave Jones' team?,Craig Bellamy,"Dave Jones is the manager of Cardiff City, and Craig Bellamy is their captain.",hard-coded,md,hard-coded + md,0.6442694067955017,positive,positive,0.25,0.14285714285714288,0.25,0.8461538455029586,2,14
test_chunk_10__1-26593762-2,Who is the captain of Neil Warnock's team?,"Adel Taarabt. The table lists Adel Taarabt as the captain for Queens Park Rangers, which is managed by Neil Warnock.",Adel Taarabt,html,hard-coded,hard-coded + html,0.46058517694473267,positive,positive,0.18181818181818182,0.1,0.18181818181818182,0.0,20,2
test_chunk_10__1-26593762-2,Who is the captain of Neil Warnock's team?,"Adel Taarabt. The table lists Adel Taarabt as the captain for Queens Park Rangers, which is managed by Neil Warnock.","Neil Warnock is the manager of Queens Park Rangers, and Adel Taarabt is their captain.",html,md,html + md,0.9190096855163574,positive,positive,0.6285714285714286,0.24242424242424243,0.28571428571428575,0.4285714282653061,20,15
test_chunk_10__1-26593762-2,Who is the captain of Neil Warnock's team?,Adel Taarabt,"Neil Warnock is the manager of Queens Park Rangers, and Adel Taarabt is their captain.",hard-coded,md,hard-coded + md,0.3533243238925934,positive,positive,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.8571428565306122,2,15
test_chunk_10__1-26593762-2,Who is the chairman of Mark Robins team?,"Patrick Cyrne. The table indicates that Patrick Cyrne is the chairman of Barnsley, which was managed by Mark Robins.",Patrick Cyrne,html,hard-coded,hard-coded + html,0.6134222745895386,positive,positive,0.1904761904761905,0.10526315789473684,0.1904761904761905,0.0,19,2
test_chunk_10__1-26593762-2,Who is the chairman of Mark Robins team?,"Patrick Cyrne. The table indicates that Patrick Cyrne is the chairman of Barnsley, which was managed by Mark Robins.",Patrick Cyrne is the chairman of Mark Robins' team (Barnsley).,html,md,html + md,0.8684611916542053,positive,positive,0.6206896551724138,0.4444444444444444,0.5517241379310345,0.29999999969999996,19,10
test_chunk_10__1-26593762-2,Who is the chairman of Mark Robins team?,Patrick Cyrne,Patrick Cyrne is the chairman of Mark Robins' team (Barnsley).,hard-coded,md,hard-coded + md,0.6006944179534912,positive,positive,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.7999999992,2,10
test_chunk_10__1-26609690-1,How many positions are there for RB1 Motorsports?,"Based on the provided table, RB1 Motorsports appears for only one year: 2003. Therefore, there is only **one** position for RB1 Motorsports listed.","Based on the provided text, the driver raced for RB1 Motorsports in 2003. Therefore, there is at least one position for RB1 Motorsports, as the driver participated in races for them.",html,hard-coded,hard-coded + html,0.8294793963432312,negative,negative,0.5925925925925926,0.423076923076923,0.5555555555555556,0.4583333331423611,23,31
test_chunk_10__1-26609690-1,How many positions are there for RB1 Motorsports?,"Based on the provided table, RB1 Motorsports appears for only one year: 2003. Therefore, there is only **one** position for RB1 Motorsports listed.","Based on the provided data, RB1 Motorsports appears in only one year: 2003. Therefore, there is only **one** position listed for RB1 Motorsports.",html,md,html + md,0.9889461398124695,negative,negative,0.9130434782608695,0.7272727272727273,0.8695652173913043,0.19047619038548752,23,23
test_chunk_10__1-26609690-1,How many positions are there for RB1 Motorsports?,"Based on the provided text, the driver raced for RB1 Motorsports in 2003. Therefore, there is at least one position for RB1 Motorsports, as the driver participated in races for them.","Based on the provided data, RB1 Motorsports appears in only one year: 2003. Therefore, there is only **one** position listed for RB1 Motorsports.",hard-coded,md,hard-coded + md,0.839205801486969,negative,negative,0.5925925925925926,0.3846153846153846,0.5925925925925926,0.3333333331746032,31,23
test_chunk_10__1-26609690-1,What is the earliest year on the chart?,"The earliest year on the chart is 2003. This is indicated in the first row of the table, which shows data for the year 2003.","Based on the provided text, the earliest year on the chart is 2003. The data begins with the driver's performance in 2003 and continues through 2011.",html,hard-coded,hard-coded + html,0.7875721454620361,negative,negative,0.5384615384615384,0.27999999999999997,0.4615384615384615,0.5714285711564626,25,26
test_chunk_10__1-26609690-1,What is the earliest year on the chart?,"The earliest year on the chart is 2003. This is indicated in the first row of the table, which shows data for the year 2003.","The earliest year on the chart is 2003. This is indicated in the first row of the table, which shows data for the year 2003.",html,md,html + md,1.0,negative,negative,1.0,1.0,1.0,0.0,25,25
test_chunk_10__1-26609690-1,What is the earliest year on the chart?,"Based on the provided text, the earliest year on the chart is 2003. The data begins with the driver's performance in 2003 and continues through 2011.","The earliest year on the chart is 2003. This is indicated in the first row of the table, which shows data for the year 2003.",hard-coded,md,hard-coded + md,0.7875721454620361,negative,negative,0.5384615384615384,0.27999999999999997,0.4615384615384615,0.4999999997222222,26,25
test_chunk_10__1-26609690-1,What is the highest number of wins?,"The highest number of wins is 0. While the driver participated in races from 2003 to 2011, they never achieved a win in any of those years. The ""Wins"" column consistently shows ""0"" for each year listed.","The highest number of wins is 0. This is based on the provided data for all the years listed (2003, 2007, 2008, 2009, 2010, 2011), where the driver achieved 0 wins in each of those years.",html,hard-coded,hard-coded + html,0.9357887506484985,negative,negative,0.6301369863013699,0.3098591549295775,0.4383561643835616,0.5333333331555555,37,36
test_chunk_10__1-26609690-1,What is the highest number of wins?,"The highest number of wins is 0. While the driver participated in races from 2003 to 2011, they never achieved a win in any of those years. The ""Wins"" column consistently shows ""0"" for each year listed.","Based on the provided context, the highest number of wins is 0. This is because every year listed shows a ""Wins"" value of 0.",html,md,html + md,0.8073999285697937,negative,positive,0.4918032786885246,0.2711864406779661,0.36065573770491804,0.449999999775,37,24
test_chunk_10__1-26609690-1,What is the highest number of wins?,"The highest number of wins is 0. This is based on the provided data for all the years listed (2003, 2007, 2008, 2009, 2010, 2011), where the driver achieved 0 wins in each of those years.","Based on the provided context, the highest number of wins is 0. This is because every year listed shows a ""Wins"" value of 0.",hard-coded,md,hard-coded + md,0.7929738759994507,negative,positive,0.6,0.4137931034482759,0.43333333333333335,0.3999999998,36,24
test_chunk_10__1-26609690-1,What is the smallest top 10 figure?,"The smallest top 10 figure is 0. This figure appears in the years 2003, 2007, 2008, and 2011.","Based on the provided text, the smallest top 10 figure is 0. The driver achieved 0 Top 10 finishes in the years 2003, 2007, and 2008. They achieved 1 Top 10 finish in 2010.",html,hard-coded,hard-coded + html,0.7169890403747559,negative,negative,0.5384615384615384,0.39999999999999997,0.4999999999999999,0.519999999792,18,34
test_chunk_10__1-26609690-1,What is the smallest top 10 figure?,"The smallest top 10 figure is 0. This figure appears in the years 2003, 2007, 2008, and 2011.","According to the provided data, the smallest ""Top 10"" figure is 0, which appears in the years 2003, 2007, and 2008.",html,md,html + md,0.9638592004776001,negative,negative,0.7692307692307692,0.5945945945945946,0.717948717948718,0.4736842102770083,18,21
test_chunk_10__1-26609690-1,What is the smallest top 10 figure?,"Based on the provided text, the smallest top 10 figure is 0. The driver achieved 0 Top 10 finishes in the years 2003, 2007, and 2008. They achieved 1 Top 10 finish in 2010.","According to the provided data, the smallest ""Top 10"" figure is 0, which appears in the years 2003, 2007, and 2008.",hard-coded,md,hard-coded + md,0.7433730959892273,negative,negative,0.5818181818181817,0.490566037735849,0.5818181818181817,0.4210526313573407,34,21
test_chunk_10__1-26609690-1,"Which team had $15,785 in winnings?","The team that had $15,785 in winnings is RB1 Motorsports. This information is found in the 2003 row of the table, where the ""Winnings"" column shows $15,785 and the ""Team(s)"" column shows ""RB1 Motorsports.""","According to the provided text, RB1 Motorsports had $15,785 in winnings. This information is from the 2003 season data.",html,hard-coded,hard-coded + html,0.8454837799072266,negative,negative,0.456140350877193,0.2909090909090909,0.38596491228070173,0.4999999997222222,34,19
test_chunk_10__1-26609690-1,"Which team had $15,785 in winnings?","The team that had $15,785 in winnings is RB1 Motorsports. This information is found in the 2003 row of the table, where the ""Winnings"" column shows $15,785 and the ""Team(s)"" column shows ""RB1 Motorsports.""","According to the provided data, RB1 Motorsports had $15,785 in winnings in the year 2003.",html,md,html + md,0.8360288143157959,negative,positive,0.41509433962264153,0.23529411764705882,0.339622641509434,0.5384615380473372,34,15
test_chunk_10__1-26609690-1,"Which team had $15,785 in winnings?","According to the provided text, RB1 Motorsports had $15,785 in winnings. This information is from the 2003 season data.","According to the provided data, RB1 Motorsports had $15,785 in winnings in the year 2003.",hard-coded,md,hard-coded + md,0.9760434031486511,negative,positive,0.7777777777777777,0.5294117647058824,0.7222222222222223,0.30769230745562126,19,15
test_chunk_10__1-26631526-1,Name the release date xbox 360 for sea wolf,"I am sorry, but the text does not contain any information about a release date for a Xbox 360 game called Sea Wolf.","I am sorry, but the provided context does not mention ""Sea Wolf"" or its release dates on Xbox 360. Therefore, I don't know the answer to your question.",html,hard-coded,hard-coded + html,0.8546665906906128,negative,negative,0.4999999999999999,0.32,0.4230769230769231,0.6538461535946746,23,28
test_chunk_10__1-26631526-1,Name the release date xbox 360 for sea wolf,"I am sorry, but the text does not contain any information about a release date for a Xbox 360 game called Sea Wolf.","There appears to be a misunderstanding. There's no game called ""Sea Wolf"" for the Xbox 360. 

Perhaps you're thinking of a different game, or maybe the name is slightly different? Could you double-check the title?

If you can provide more details, I'll do my best to help!",html,md,html + md,0.742313027381897,negative,negative,0.2972972972972973,0.1111111111111111,0.13513513513513514,0.8571428569387755,23,47
test_chunk_10__1-26631526-1,Name the release date xbox 360 for sea wolf,"I am sorry, but the provided context does not mention ""Sea Wolf"" or its release dates on Xbox 360. Therefore, I don't know the answer to your question.","There appears to be a misunderstanding. There's no game called ""Sea Wolf"" for the Xbox 360. 

Perhaps you're thinking of a different game, or maybe the name is slightly different? Could you double-check the title?

If you can provide more details, I'll do my best to help!",hard-coded,md,hard-coded + md,0.8451564908027649,negative,negative,0.25,0.05128205128205128,0.15,0.8333333331349206,28,47
test_chunk_10__1-2668243-20,What party was represented by incumbent Richard Coulter?,"According to the provided text, Richard Coulter represented the Jacksonian party.","According to the provided text, incumbent Richard Coulter was from the Jacksonian party. The text explicitly states: ""In Pennsylvania 17, incumbent Richard Coulter from the Jacksonian party, first elected in 1826, was re-elected.""",html,hard-coded,hard-coded + html,0.6984920501708984,negative,positive,0.4444444444444445,0.3255813953488372,0.4444444444444445,0.6249999997395833,11,33
test_chunk_10__1-2668243-20,What party was represented by incumbent Richard Coulter?,"According to the provided text, Richard Coulter represented the Jacksonian party.",Richard Coulter was a member of the **Democratic** party.,html,md,html + md,0.6869620680809021,negative,positive,0.39999999999999997,0.11111111111111112,0.39999999999999997,0.5555555549382716,11,9
test_chunk_10__1-2668243-20,What party was represented by incumbent Richard Coulter?,"According to the provided text, incumbent Richard Coulter was from the Jacksonian party. The text explicitly states: ""In Pennsylvania 17, incumbent Richard Coulter from the Jacksonian party, first elected in 1826, was re-elected.""",Richard Coulter was a member of the **Democratic** party.,hard-coded,md,hard-coded + md,0.6134265661239624,positive,positive,0.23255813953488372,0.0975609756097561,0.23255813953488372,0.4444444439506172,33,9
test_chunk_10__1-2668243-8,How many first elected years are provided for Thomas P. Moore?,The table provides one first elected year for Thomas P. Moore: 1822.,"The text states that Thomas P. Moore from the Jacksonian party was first elected in 1822. Therefore, only one first elected year is provided for Thomas P. Moore.",html,hard-coded,hard-coded + html,0.8283513784408569,negative,negative,0.55,0.3157894736842105,0.45000000000000007,0.6086956519092628,12,28
test_chunk_10__1-2668243-8,How many first elected years are provided for Thomas P. Moore?,The table provides one first elected year for Thomas P. Moore: 1822.,The provided text states that Thomas P. Moore was first elected in 1822.,html,md,html + md,0.8656463623046875,negative,positive,0.64,0.2608695652173913,0.48000000000000004,0.5384615380473372,12,13
test_chunk_10__1-2668243-8,How many first elected years are provided for Thomas P. Moore?,"The text states that Thomas P. Moore from the Jacksonian party was first elected in 1822. Therefore, only one first elected year is provided for Thomas P. Moore.",The provided text states that Thomas P. Moore was first elected in 1822.,hard-coded,md,hard-coded + md,0.8465737104415894,negative,positive,0.6341463414634146,0.46153846153846156,0.5853658536585366,0.0,28,13
test_chunk_10__1-2668243-8,What district is Joseph Lecompte in office in?,"Joseph Lecompte is in office in Kentucky's 6th district. The table lists ""Kentucky 6"" under his entry, indicating his district.","Joseph Lecompte is in office in Kentucky 6. The text states, ""In Kentucky 6, incumbent Joseph Lecompte from the Jacksonian party, first elected in 1824, was re-elected.""",html,hard-coded,hard-coded + html,0.880498468875885,positive,positive,0.40816326530612246,0.29787234042553196,0.40816326530612246,0.7142857139455782,20,27
test_chunk_10__1-2668243-8,What district is Joseph Lecompte in office in?,"Joseph Lecompte is in office in Kentucky's 6th district. The table lists ""Kentucky 6"" under his entry, indicating his district.",Joseph Lecompte is in office in Kentucky 6.,html,md,html + md,0.9263147711753845,positive,positive,0.5517241379310345,0.5185185185185185,0.5517241379310345,0.2857142853061225,20,8
test_chunk_10__1-2668243-8,What district is Joseph Lecompte in office in?,"Joseph Lecompte is in office in Kentucky 6. The text states, ""In Kentucky 6, incumbent Joseph Lecompte from the Jacksonian party, first elected in 1824, was re-elected.""",Joseph Lecompte is in office in Kentucky 6.,hard-coded,md,hard-coded + md,0.887427568435669,positive,positive,0.4444444444444445,0.4117647058823529,0.4444444444444445,0.0,27,8
test_chunk_10__1-2668243-8,What was the result for Henry Daniel's race?,"According to the provided text, Henry Daniel, representing Kentucky's 1st District, was re-elected. He received 66.6% of the vote, while Micajah Harrison (AJ) received 33.4%.","According to the provided text, in Kentucky 1, Henry Daniel (Jacksonian party) was re-elected with 66.6% of the vote. His opponent, Micajah Harrison (Anti-Jacksonian party), received 33.4%.",html,hard-coded,hard-coded + html,0.8661317229270935,positive,positive,0.7,0.4827586206896552,0.6666666666666667,0.4999999998076923,25,27
test_chunk_10__1-2668243-8,What was the result for Henry Daniel's race?,"According to the provided text, Henry Daniel, representing Kentucky's 1st District, was re-elected. He received 66.6% of the vote, while Micajah Harrison (AJ) received 33.4%.","Henry Daniel, representing Kentucky 1, was re-elected. He received 66.6% of the vote compared to Micajah Harrison's 33.4%.",html,md,html + md,0.9460037350654602,positive,positive,0.7843137254901961,0.5714285714285715,0.7058823529411765,0.2777777776234568,25,18
test_chunk_10__1-2668243-8,What was the result for Henry Daniel's race?,"According to the provided text, in Kentucky 1, Henry Daniel (Jacksonian party) was re-elected with 66.6% of the vote. His opponent, Micajah Harrison (Anti-Jacksonian party), received 33.4%.","Henry Daniel, representing Kentucky 1, was re-elected. He received 66.6% of the vote compared to Micajah Harrison's 33.4%.",hard-coded,md,hard-coded + md,0.8749059438705444,positive,positive,0.679245283018868,0.39215686274509803,0.5283018867924528,0.3888888886728395,27,18
test_chunk_10__1-2668243-8,When was Henry Daniel first elected?,"According to the provided text, Henry Daniel was first elected in 1827.","According to the provided text, Henry Daniel was first elected in 1827.",html,hard-coded,hard-coded + html,1.0,positive,positive,1.0,1.0,1.0,0.0,12,12
test_chunk_10__1-2668243-8,When was Henry Daniel first elected?,"According to the provided text, Henry Daniel was first elected in 1827.","According to the provided text, Henry Daniel was first elected in 1827.",html,md,html + md,1.0,positive,positive,1.0,1.0,1.0,0.0,12,12
test_chunk_10__1-2668243-8,When was Henry Daniel first elected?,"According to the provided text, Henry Daniel was first elected in 1827.","According to the provided text, Henry Daniel was first elected in 1827.",hard-coded,md,hard-coded + md,1.0,positive,positive,1.0,1.0,1.0,0.0,12,12
test_chunk_10__1-2668264-22,What party does joel r. poinsett represent?,"According to the provided text, Joel R. Poinsett represents the Jackson Republican party. The table lists his party affiliation as ""Jackson Republican"" alongside his name and other details about his district.","According to the provided text, Joel R. Poinsett represents the Jackson Republican party.",html,hard-coded,hard-coded + html,0.9666942954063416,negative,negative,0.5909090909090909,0.5714285714285715,0.5909090909090909,0.0,31,13
test_chunk_10__1-2668264-22,What party does joel r. poinsett represent?,"According to the provided text, Joel R. Poinsett represents the Jackson Republican party. The table lists his party affiliation as ""Jackson Republican"" alongside his name and other details about his district.","According to the provided text, Joel R. Poinsett represented the Jackson Republican party. This is specifically stated in the table entry for South Carolina's 1st district, where he is listed as the incumbent representing that party.",html,md,html + md,0.904816746711731,negative,negative,0.5588235294117647,0.39393939393939387,0.5,0.5806451611030177,31,36
test_chunk_10__1-2668264-22,What party does joel r. poinsett represent?,"According to the provided text, Joel R. Poinsett represents the Jackson Republican party.","According to the provided text, Joel R. Poinsett represented the Jackson Republican party. This is specifically stated in the table entry for South Carolina's 1st district, where he is listed as the incumbent representing that party.",hard-coded,md,hard-coded + md,0.907069742679596,negative,negative,0.52,0.5,0.52,0.6451612901144641,13,36
test_chunk_10__1-2668264-22,What was the first elected year that featured incumbent andrew r. govan?,"Based on the provided text, Andrew R. Govan was first elected in 1822 (special).","According to the provided text, Andrew R. Govan was first elected in 1822 (special election).",html,hard-coded,hard-coded + html,0.9859384298324585,positive,positive,0.8275862068965518,0.8148148148148148,0.8275862068965518,0.26666666648888887,14,15
test_chunk_10__1-2668264-22,What was the first elected year that featured incumbent andrew r. govan?,"Based on the provided text, Andrew R. Govan was first elected in 1822 (special).","According to the provided text, Andrew R. Govan was first elected in 1822 (special).",html,md,html + md,0.9960914850234985,positive,positive,0.8571428571428571,0.8461538461538461,0.8571428571428571,0.14285714275510203,14,14
test_chunk_10__1-2668264-22,What was the first elected year that featured incumbent andrew r. govan?,"According to the provided text, Andrew R. Govan was first elected in 1822 (special election).","According to the provided text, Andrew R. Govan was first elected in 1822 (special).",hard-coded,md,hard-coded + md,0.9906108379364014,positive,positive,0.9655172413793104,0.962962962962963,0.9655172413793104,0.07142857137755101,15,14
test_chunk_10__1-2668336-17,Candiates Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had what result?,"Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had the result of being re-elected. The text states that Charles Fisher (DR) received 65.1% and W. Jones (F) received 34.9% in North Carolina 10, and that Charles Fisher was re-elected.",Candidates Charles Fisher (DR) 65.1% and W. Jones (F) 34.9% resulted in the re-election of incumbent Charles Fisher in North Carolina district 10.,html,hard-coded,hard-coded + html,0.9008060693740845,negative,positive,0.6197183098591549,0.4057971014492754,0.5352112676056338,0.29999999985,39,23
test_chunk_10__1-2668336-17,Candiates Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had what result?,"Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had the result of being re-elected. The text states that Charles Fisher (DR) received 65.1% and W. Jones (F) received 34.9% in North Carolina 10, and that Charles Fisher was re-elected.",The candidates Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had a result of Charles Fisher being re-elected.,html,md,html + md,0.9120007157325745,negative,negative,0.5757575757575758,0.4375,0.5151515151515151,0.124999999921875,39,18
test_chunk_10__1-2668336-17,Candiates Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had what result?,Candidates Charles Fisher (DR) 65.1% and W. Jones (F) 34.9% resulted in the re-election of incumbent Charles Fisher in North Carolina district 10.,The candidates Charles Fisher (DR) 65.1% W. Jones (F) 34.9% had a result of Charles Fisher being re-elected.,hard-coded,md,hard-coded + md,0.9209391474723816,positive,negative,0.7659574468085107,0.48888888888888893,0.6382978723404256,0.3124999998046875,23,18
test_chunk_10__1-2668336-17,First elected in 1807 1817 in what district?,"Based on the provided text, the district where the incumbent was first elected in 1807 or 1817 is North Carolina 1. The incumbent in that district is Lemuel Sawyer.","Based on the provided text, Lemuel Sawyer was first elected in districts 1 and 1817.",html,hard-coded,hard-coded + html,0.7966479063034058,negative,positive,0.6363636363636364,0.38095238095238093,0.4545454545454545,0.3333333331111111,29,15
test_chunk_10__1-2668336-17,First elected in 1807 1817 in what district?,"Based on the provided text, the district where the incumbent was first elected in 1807 or 1817 is North Carolina 1. The incumbent in that district is Lemuel Sawyer.",Lemuel Sawyer was first elected in North Carolina 1.,html,md,html + md,0.8274785280227661,negative,positive,0.4736842105263158,0.3333333333333333,0.368421052631579,0.1111111109876543,29,9
test_chunk_10__1-2668336-17,First elected in 1807 1817 in what district?,"Based on the provided text, Lemuel Sawyer was first elected in districts 1 and 1817.",Lemuel Sawyer was first elected in North Carolina 1.,hard-coded,md,hard-coded + md,0.7892205715179443,positive,positive,0.5833333333333334,0.45454545454545453,0.5833333333333334,0.3333333329629629,15,9
test_chunk_10__1-2668336-17,"In district North Carolina 10, what are the candidates?","In North Carolina 10, the candidates are Charles Fisher (DR) and W. Jones (F). Charles Fisher received 65.1% of the vote, while W. Jones received 34.9%.","In North Carolina district 10, the candidates were Charles Fisher (DR) with 65.1% and W. Jones (F) with 34.9%.",html,hard-coded,hard-coded + html,0.9352394342422485,positive,positive,0.6938775510204083,0.46808510638297873,0.6122448979591837,0.2222222220987654,26,19
test_chunk_10__1-2668336-17,"In district North Carolina 10, what are the candidates?","In North Carolina 10, the candidates are Charles Fisher (DR) and W. Jones (F). Charles Fisher received 65.1% of the vote, while W. Jones received 34.9%.","In North Carolina 10, the candidates are Charles Fisher (DR) and W. Jones (F). Charles Fisher received 65.1% of the vote, while W. Jones received 34.9%.",html,md,html + md,1.0,positive,positive,1.0,1.0,1.0,0.0,26,26
test_chunk_10__1-2668336-17,"In district North Carolina 10, what are the candidates?","In North Carolina district 10, the candidates were Charles Fisher (DR) with 65.1% and W. Jones (F) with 34.9%.","In North Carolina 10, the candidates are Charles Fisher (DR) and W. Jones (F). Charles Fisher received 65.1% of the vote, while W. Jones received 34.9%.",hard-coded,md,hard-coded + md,0.9352394342422485,positive,positive,0.6938775510204083,0.46808510638297873,0.6122448979591837,0.29999999985,19,26
